_id,ICO,URI,Nazov,Dátum poslednej aktualizácie: 30.6.2019
7235,17337101,ico://sk/17337101,"Gymnázium, Grösslingová 18, Bratislava",
7236,37864564,ico://sk/37864564,Základná škola Veľký Ďur,
7237,31789919,ico://sk/31789919,"JUDr. Estera Verešová, exekútor",
7238,315699,ico://sk/00315699,Obec Podtureň,
7239,42094721,ico://sk/42094721,"Súkromná základná škola Palackého 14, Košice",
7240,319015,ico://sk/00319015,Obec Rimavská Baňa,
7241,318426,ico://sk/00318426,Obec Poruba,
7242,162558,ico://sk/00162558,Stredná odborná škola poľnohospodárstva a služieb na vidieku Žilina,
7243,31813011,ico://sk/31813011,Materská škola J. Kráľa Stupava,
7244,587605,ico://sk/00587605,Obec Starý Hrádok,
7245,48485357,ico://sk/48485357_00596,"Správca - Vachan Peter, JUDr.",
7246,37873351,ico://sk/37873351,Základná škola s materskou školou Tovarné,
7247,309303,ico://sk/00309303_3,Materská škola s vyuč jazykom maďarským - Óvoda Lipová,
7248,308820,ico://sk/00308820,Obec Bruty,
7249,30794021,ico://sk/30794021,Slovenská stavebná inšpekcia,
7250,35985275,ico://sk/35985275,"Špeciálna základná škola, Zápotockého 127, Hnúšťa",
7257,322415,ico://sk/00322415,"Obec Nemcovce, okres Bardejov",
7258,37812742,ico://sk/37812742,Základná škola Rajecká Lesná,
7259,35544198,ico://sk/35544198,"Základná škola s materskou školou, Školská 7, Čečejovce",
7260,42371660,ico://sk/42371660,"JUDr. Peter Boldizsár, notár",
7261,312355,ico://sk/00312355,Obec Červeník,
7262,307653,ico://sk/00307653_10001,"Materská škola s vyučovacím jazykom maďarským - Óvoda, Veľké Turovce - Nagytúr 321",
7263,329622,ico://sk/00329622,Mesto Spišské Podhradie,
7264,31262767,ico://sk/31262767,"Súkromné gymnázium, Dneperská 1, Košice",
7265,320099,ico://sk/00320099,Obec Lišov,
7266,35540435,ico://sk/35540435,"Základná umelecká škola Jantárová 6, Košice",
7267,35532319,ico://sk/35532319,Obec Hencovce,
7268,42236428,ico://sk/42236428,"Materská škola, Ul. 8. mája 56, Svidník",
7269,37874012,ico://sk/37874012,Základná škola Bartolomeja Krpelca Bardejov,
7270,313467,ico://sk/00313467,Obec Horné Pršany,
7271,165816,ico://sk/00165816,Okresný súd Rimavská Sobota,
7272,17082447,ico://sk/17082447,"Gymnázium sv. Františka Assiského 24, Levoča",
7273,327956,ico://sk/00327956,Obec Varhaňovce,
7274,36082040,ico://sk/36082040,"Súkromná hotelová akadémia SD Jednota, Vinohradská 48, Šamorín",
7275,324647,ico://sk/00324647,Obec Rešica,
7276,151866,ico://sk/00151866_10294,Okresný úrad Veľký Krtíš,
7277,17060125,ico://sk/17060125,"Cirkevná základná škola Jána Palárika, Raková 705",
7278,316679,ico://sk/00316679,Obec Turčianske Jaseno,
7279,321940,ico://sk/00321940,Obec Frička,
7280,228672,ico://sk/00228672,Štátny komorný orchester Žilina,
7281,31824986,ico://sk/31824986,Piaristická spojená škola sv. Jozefa Kalazanského Nitra,
7282,48485357,ico://sk/48485357_00408,"Správca - Berezňaninová Ľuba, JUDr.",
7283,649708,ico://sk/00649708,Obec Kyjatice,
7284,323489,ico://sk/00323489,"Obec Rovné, okres Humenné",
7285,151866,ico://sk/00151866_10191,Okresný úrad Levoča,
7286,48485357,ico://sk/48485357_00611,"Správca - Morochovič Martin, JUDr.",
7287,35543604,ico://sk/35543604,Základná škola Štítnik,
7288,317047,ico://sk/00317047,Obec Žabokreky,
7289,326526,ico://sk/00326526,Mesto Spišská Stará Ves,
7290,331953,ico://sk/00331953,Obec Stankovce,
7291,48485357,ico://sk/48485357_00045,"Správca - Jelinková Dudzíková Dana, JUDr.",
7292,31309691,ico://sk/31309691,Špeciálna materská škola Košice - Západ,
7293,37811878,ico://sk/37811878,Základná škola Jozefa Kronera Martin,
7294,317276,ico://sk/00317276_10001,Obec Horná Mariková - Matričný úrad,
7295,48485357,ico://sk/48485357_00026,"Správca - Kovár Karol, JUDr.",
7296,36075442,ico://sk/36075442,"Mgr. Viktória Kubovská, notár",
7297,17079756,ico://sk/17079756,"Základná škola sv. Cyrila a Metoda, Bernolákova 18, Košice",
7298,42080487,ico://sk/42080487,Spojená škola internátna Humenné,
7299,37804324,ico://sk/37804324,"Súkromné gymnázium, Žilina",
7300,42499500,ico://sk/42499500_10194,cepcuke,
7301,37945785,ico://sk/37945785,"Cirkevné gymnázium sv. Mikuláša, Štúrova 383/3, Stará Ľubovňa",
7302,316181,ico://sk/00316181_45,Materská škola,
7303,891568,ico://sk/00891568,Stredná odborná škola technická Piešťany,
7304,323993,ico://sk/00323993,Obec Boliarov,
7305,308366,ico://sk/00308366,Obec Paňa,
7306,151866,ico://sk/00151866_10151,Okresný úrad Brezno,
7307,37831062,ico://sk/37831062,Základná škola s materskou školou Prenčov,
7308,325481,ico://sk/00325481,Obec Markovce,
7309,30798841,ico://sk/30798841_3208,Centrum právnej pomoci - Kancelária Prešov,
7310,35542128,ico://sk/35542128,Materská škola S. H. Vajanského Michalovce,
7311,610992,ico://sk/00610992,Regionálny úrad verejného zdravotníctva Prešov,
7312,316725,ico://sk/00316725,Obec Jazernica,
7313,48485357,ico://sk/48485357_00436,"Správca - Gula Marek, JUDr.",
7314,42312540,ico://sk/42312540,"JUDr. Katarína Debnárová, notár",
7315,319902,ico://sk/00319902,Mesto Dudince,
7316,151866,ico://sk/00151866_10264,Okresný úrad Sobrance,
7317,323501,ico://sk/00323501,Obec Ruská Volová,
7318,696684,ico://sk/00696684,"Obec Kováčová, okres Rožňava",
7319,42181810,ico://sk/42181810_10001,cepmzp,
7320,50508601,ico://sk/50508601,"Súkromná materská škola Trojruža, Hviezdoslavova 5109/2, Poprad",
7321,699161,ico://sk/00699161,Obec Dvorany nad Nitrou,
7322,35545607,ico://sk/35545607,"Základná škola s materskou školou, Porúbka 20, okres Sobrance",
7323,329169,ico://sk/00329169,Obec Hrišovce,
7324,37973819,ico://sk/37973819,"JUDr. Soňa Šuvadová, notár",
7325,893170,ico://sk/00893170,Stredná odborná škola elektrotechnická Liptovský Hrádok,
7326,48485357,ico://sk/48485357_00201,"Správca - Jandová Jana, JUDr.",
7327,48485357,ico://sk/48485357_00523,"Správca - Strelák Alan, JUDr.",
7328,37812068,ico://sk/37812068,Základná škola Ochodnica,
7329,37950975,ico://sk/37950975,Základná škola s materskou školou- Alapiskola és Óvoda dúžavská cesta 11/1054 Rimavská Sobota- Rimaszombat,
7330,322181,ico://sk/00322181,Obec Kračúnovce,
7331,610941,ico://sk/00610941,Regionálny úrad verejného zdravotníctva Považská Bystrica,
7332,30230373,ico://sk/30230373,Obec Kremnické Bane,
7333,42236436,ico://sk/42236436,Materská škola gen. Svobodu Svidník,
7334,327221,ico://sk/00327221,Obec Kamenica,
7335,649830,ico://sk/00649830,Obec Rimavské Zalužany,
7336,308854,ico://sk/00308854,Obec Dedinka,
7337,42235251,ico://sk/42235251,"Súkromná základná škola, Rovná 597/15, Poprad",
7338,17055351,ico://sk/17055351,"Spojená katolícka škola, Farská 19, Nitra",
7339,37908987,ico://sk/37908987,Súkromná základná škola Ružomberok,
7340,37812238,ico://sk/37812238,Základná škola Rázusova Čadca,
7341,329843,ico://sk/00329843,Obec Ďurková,
7342,37828380,ico://sk/37828380,Základná škola Telgárt 68,
7343,305481,ico://sk/00305481,Obec Janíky,
7344,587630,ico://sk/00587630,Obec Vyšné nad Hronom,
7345,48485357,ico://sk/48485357_00251,"Správca - Crossdefault Management Group, k. s.",
7346,51074800,ico://sk/51074800,"Základná škola s materskou školou sv. Andreja-Svorada a Benedikta, Braneckého 4, Trenčín",
7347,37873270,ico://sk/37873270,Základná škola Čaklov 495,
7348,37914359,ico://sk/37914359,Základná škola s materskou školou Skalka nad Váhom 103,
7349,48485357,ico://sk/48485357_00335,"Správca - Chlapík Martin, JUDr. Ing.",
7350,31202802,ico://sk/31202802,Základná škola Štúrova Myjava,
7351,689726,ico://sk/00689726,Obec Malá Tŕňa,
7352,328685,ico://sk/00328685,Obec Rejdová,
7353,31297790,ico://sk/31297790,Gemerská knižnica Pavla Dobšinského Rožňava,
7354,48485357,ico://sk/48485357_00317,"Správca - Besler Vladimír, Ing.",
7355,30414164,ico://sk/30414164,Spojená škola sv. Jána Bosca,
7356,36126926,ico://sk/36126926,"Základná škola Mierové námestie 27, Handlová",
7357,37836528,ico://sk/37836528,"Základná umelecká škola, Mozartova 10, Trnava",
7358,30866065,ico://sk/30866065,Základná škola pre 1. - 4. ročník s materskou školou Pernek 285,
7359,48485357,ico://sk/48485357_00291,"Správca - Reštrukturalizačná a konkurzná, k.s.",
7360,42152402,ico://sk/42152402,"Cirkevná materská škola sv. Mikuláša, Soblahov",
7361,99900212,ico://sk/99900212_10001,Test_OJ_03_09_18,
7362,36071145,ico://sk/36071145,"Základná škola M. R. Štefánika, Ul. SNP 3, Ivanka pri Dunaji",
7363,37857240,ico://sk/37857240,"Mgr. Ivan Jambor, exekútor",
7364,42027136,ico://sk/42027136,"Cirkevná základná škola s materskou školou sv. Faustíny, Pánska 2420, Bardejov - Dlhá Lúka",
7365,165778,ico://sk/00165778,Okresný súd Lučenec,
7366,37960903,ico://sk/37960903,Materská škola Výčapy-Opatovce,
7367,160580,ico://sk/00160580,Gymnázium - Gimnázium Fiľakovo,
7368,310760,ico://sk/00310760,Obec Miezgovce,
7369,328502,ico://sk/00328502,Obec Meliata,
7370,42414636,ico://sk/42414636,"Základná škola s materskou školou, Hlavná 292/82, Viničné",
7371,30816921,ico://sk/30816921,"JUDr. Miloslav Kováč, notár",
7372,329321,ico://sk/00329321,Mesto Levoča,
7373,37876864,ico://sk/37876864,"Základná škola s materskou školou 60, Brezovica",
7374,319732,ico://sk/00319732,Obec Babiná,
7375,35520841,ico://sk/35520841,"JUDr. Ing. Milada Korimová, exekútor",
7376,37857124,ico://sk/37857124,"Súkromná základná umelecká škola Heleny Madariovej, Krčméryho 2, Nitra",
7377,37961047,ico://sk/37961047,Materská škola s VJM - Óvoda Kolárovo,
7378,331449,ico://sk/00331449,Obec Čičarovce,
7379,35544139,ico://sk/35544139,"Základná škola, Hlavná 5, Družstevná pri Hornáde",
7380,37813129,ico://sk/37813129,Základná škola s materskou školou Novoť,
7381,326470,ico://sk/00326470,Mesto Poprad,
7382,151866,ico://sk/00151866_10227,Okresný úrad Poltár,
7383,48485357,ico://sk/48485357_00175,"Správca - Bugáň Ľubomír, Mgr.",
7384,330752,ico://sk/00330752,Obec Miňovce,
7385,37801279,ico://sk/37801279,"Katolícka univerzita v Ružomberku, Hrabovská cesta 1A, Ružomberok",
7386,48485357,ico://sk/48485357_00093,"Správca - Surma Ján, JUDr.",
7387,329509,ico://sk/00329509,Obec Poráč,
7388,48485357,ico://sk/48485357_00607,"Správca - Hanáček Martin, Mgr.",
7389,699233,ico://sk/00699233_10001,Materská škola Koniarovce,
7390,30795141,ico://sk/30795141,Slovenská advokátska komora,
7391,655724,ico://sk/00655724,"Domov Seniorov Ambrózia Idősek Otthona, Kasárenská 1/A, Šamorín",
7392,37813421,ico://sk/37813421,Cirkevná základná škola sv. Apoštola Pavla,
7393,31810098,ico://sk/31810098,"Mgr. Andrej Semela, exekútor",
7394,37792041,ico://sk/37792041,Základná škola J.M. Petzvala Spišská Belá,
7395,324612,ico://sk/00324612_10002,Obec Perín-Chym - Matričný úrad,
7396,306177,ico://sk/00306177,Mesto Sládkovičovo,
7397,31263101,ico://sk/31263101,"Základná škola Jozefa Urbana, Jenisejská 22, Košice",
7398,35542616,ico://sk/35542616,"Základná škola Mateja Lechkého Ulica Jána Pavla II. č. 1, Košice",
7399,48485357,ico://sk/48485357_00121,"Správca - Hrivňáková Margita, JUDr.",
7400,36158356,ico://sk/36158356,"Základná škola v Giraltovciach, Budovateľská 164/4, Giraltovce",
7401,35560886,ico://sk/35560886,"JUDr. Denisa Regináčová Mihalová, exekútor",
7402,653942,ico://sk/00653942,Obec Dolné Zelenice,
7403,327905,ico://sk/00327905,Obec Tuhrina,
7404,42072212,ico://sk/42072212,"JUDr. Jaromír Pavlík, exekútor",
7405,35543752,ico://sk/35543752,"Základná škola Zimná 190, Dobšiná",
7406,48485357,ico://sk/48485357_00575,"Správca - Dubeň Ľubomír, Ing.",
7407,37863649,ico://sk/37863649,Základná škola Močenok,
7408,42256101,ico://sk/42256101,"JUDr. Lucia Adamcová, exekútor",
7409,48485357,ico://sk/48485357_00081,"Správca - Jakubek Michal, JUDr.",
7410,323934,ico://sk/00323934,Obec Bačkovík,
7411,324515,ico://sk/00324515,Obec Nižný Lánec,
7412,166073,ico://sk/00166073,Ministerstvo spravodlivosti Slovenskej republiky,
7413,331597,ico://sk/00331597_10003,Školská jedáleň pri Materskej škole,
7414,30775361,ico://sk/30775361,"Stredná odborná škola pedagogická, Bullova 2 Bratislava",
7415,322750,ico://sk/00322750,Obec Zlaté,
7416,42214254,ico://sk/42214254,"Základná škola s mateskou školou, Vasiľov",
7417,35995572,ico://sk/35995572,"Krajský súd, Žilina",
7418,48485357,ico://sk/48485357_00411,"Správca - INSOLVENCY GROUP, k. s.",
7419,31946038,ico://sk/31946038,"JUDr. Ľubica Timčová, notár",
7420,327247,ico://sk/00327247,Obec Kendice,
7421,314129,ico://sk/00314129_10001,Obec Makov- Matričný úrad,
7422,42182760,ico://sk/42182760,"Súkromná športová stredná odborná škola, M.C. Sklodowskej 1, Bratislava",
7423,42029503,ico://sk/42029503,Materská škola Dubovica,
7669,649791,ico://sk/00649791,Obec Žíp,
7424,36075477,ico://sk/36075477,"Mgr. Tomáš Leškovský, notár",
7425,37828347,ico://sk/37828347,Základná škola Beňuš,
7426,319996,ico://sk/00319996,Obec Klokoč,
7427,31783406,ico://sk/31783406,"JUDr. Dagmar Ravluková, notár",
7428,397687,ico://sk/00397687_04,Slovenská technická univerzita v Bratislave - Fakulta chemickej a potravinárskej technológie,
7429,37941275,ico://sk/37941275,"Základná umelecká škola, Toplianska 144, Raslavice",
7430,52400778,ico://sk/52400778,"JUDr. Daniela Šramková, notárka",
7431,37865471,ico://sk/37865471,"Základná škola s VJM - Alapiskola, Pohranice",
7432,37920332,ico://sk/37920332,"Materská škola, Centrum II 72, Dubnica nad Váhom",
7433,151866,ico://sk/00151866_11051,Okresné riaditeľstvo Policajného zboru v Dunajskej Strede,
7434,31782663,ico://sk/31782663,"JUDr. Marta Pavlovičová, notár",
7435,594776,ico://sk/00594776,Obec Kružná,
7436,649961,ico://sk/00649961,Obec Budikovany,
7437,37812009,ico://sk/37812009,Základná škola s materskou školou Priehradná Martin,
7438,328871,ico://sk/00328871,Obec Štítnik,
7439,329134,ico://sk/00329134_1,Materská škola,
7440,318671,ico://sk/00318671_10001,Obec Figa - matričný úrad,
7441,325031,ico://sk/00325031_10001,Obec Bežovce - Matričný úrad,
7442,319627,ico://sk/00319627,Obec Veľká Ves nad Ipľom,
7443,656143,ico://sk/00656143,Obec Hosťová,
7444,31095259,ico://sk/31095259,"Mgr. Darina Beranová, notár",
7445,691241,ico://sk/00691241,Obec Hodkovce,
7446,44351,ico://sk/00044351,Obchodná akadémia - Kereskedelmi Akadémia Veľký Meder,
7447,320030,ico://sk/00320030,Obec Kráľovce - Krnišov,
7448,325384,ico://sk/00325384,Obec Kristy,
7449,37860704,ico://sk/37860704,"Základná škola s materskou školou Hviezdoslavova 40, Ludanice",
7450,35541393,ico://sk/35541393,"Základná umelecká škola J. Fabiniho 1, Spišská Nová Ves",
7451,17335981,ico://sk/17335981,Regionálny úrad verejného zdravotníctva Dunajská Streda,
7452,156906,ico://sk/00156906,Slovenská inšpekcia životného prostredia - ústredie,
7453,45021155,ico://sk/45021155,"JUDr. Magdaléna Valušová, notár",
7454,330566,ico://sk/00330566,Obec Korejovce,
7455,31949266,ico://sk/31949266,"JUDr. Peter Cirbes, exekútor",
7456,34003681,ico://sk/34003681,Komunita Kráľovnej pokoja,
7457,321974,ico://sk/00321974,"Obec Gerlachov, okres Bardejov",
7458,42303109,ico://sk/42303109,"Materská škoa A. Bernoláka 19, Detva",
7459,649856,ico://sk/00649856,Obec Zádor,
7460,691437,ico://sk/00691437,Obec Zádiel,
7461,327051,ico://sk/00327051,Obec Gregorovce,
7462,36088021,ico://sk/36088021,"JUDr. Adriana Bögiová, notár",
7463,329797,ico://sk/00329797_1,Materská škola Závadka,
7464,151866,ico://sk/00151866_10279,Okresný úrad Šaľa,
7465,330230,ico://sk/00330230,Obec Veľká Lesná,
7466,42335124,ico://sk/42335124,"JUDr. Peter Balaškó, exekútor",
7467,48485357,ico://sk/48485357_00314,"Správca - Lempochnerová Naďa, Ing.",
7468,317462,ico://sk/00317462_10001,Obec Lednické Rovné - matričný úrad,
7469,37972031,ico://sk/37972031,Materská škola ČS. Brigády Liptovský Mikuláš,
7470,311944,ico://sk/00311944_10002,Obec Považany - Zariadenie opatrovateľskej služby,
7471,151866,ico://sk/00151866_12050,Okresné riaditeľstvo Hasičského a záchranného zboru v Piešťanoch,
7472,36165638,ico://sk/36165638,"Základná škola Májové námestie 1, Prešov",
7473,330043,ico://sk/00330043,Obec Malý Lipník,
7474,37864742,ico://sk/37864742,"Základná umelecká škola Ladislava Mokrého, Topoľčany",
7475,151866,ico://sk/00151866_10228,Okresný úrad Poprad,
7476,318001,ico://sk/00318001,Mesto Bojnice,
7477,311031,ico://sk/00311031,"Obec Ruskovce, okres Bánovce nad Bebravou",
7478,330922,ico://sk/00330922,Obec Rakovčík,
7479,188514,ico://sk/00188514,Špeciálna základná škola s materskou školou - Speciális Alapiskola és Speciális Óvoda Veľké Kapušany,
7480,31934617,ico://sk/31934617,Základná škola Sládkovičova Ružomberok,
7481,34818456,ico://sk/34818456,"JUDr. Michaela Zubaľ Burdová, exekútor",
7482,36090239,ico://sk/36090239,Základná škola s materskou školou Dolné Zelenice,
7483,329096,ico://sk/00329096,Obec Harichovce,
7484,37801279,ico://sk/37801279_155,Katolícka univerzita v Ružomberku - Kňazský seminár biskupa J. Vojtaššáka,
7485,315303,ico://sk/00315303,Obec Kalameny,
7486,308633,ico://sk/00308633,Obec Volkovce,
7487,632520,ico://sk/00632520,Zariadenie pre seniorov a domov sociálnych služieb PARK Čadca,
7488,48485357,ico://sk/48485357_00250,"Správca - Milanská Katarína, Mgr.",
7489,800279,ico://sk/00800279,Obec Nána,
7490,649317,ico://sk/00649317,Obec Žibritov,
7491,691291,ico://sk/00691291,Obec Vyšná Hutka,
7492,649554,ico://sk/00649554,Obec Hodejovec,
7493,324612,ico://sk/00324612,Obec Perín - Chym,
7494,30775345,ico://sk/30775345,"Spojená škola, Švabinského 7, Bratislava",
7495,318884,ico://sk/00318884,Obec Kružno,
7496,37955942,ico://sk/37955942,"Evanjelická základná škola Zlatice Oravcovej, Daxnerova 42, Rimavská Sobota",
7497,48485357,ico://sk/48485357_00149,"Správca - Oravec Jozef, Ing.",
7498,311707,ico://sk/00311707,Obec Kostolné,
7499,327824,ico://sk/00327824_10001,Materská škola Šindliar,
7500,692280,ico://sk/00692280,Obec Slavnica,
7539,319643,ico://sk/00319643,Obec Veľké Zlievce,
7540,690961,ico://sk/00690961,Mestská časť Košice - Myslava,
7541,330302,ico://sk/00330302,Obec Beňadikovce,
7542,51843790,ico://sk/51843790,"Spojená škola, Odborárska 2, Košice",
7543,34058923,ico://sk/34058923,"Špeciálna základná škola, Námestie baníkov 20, Handlová",
7544,317934,ico://sk/00317934,Obec Záskalie,
7545,307378,ico://sk/00307378_1,"Materská škola, Plavé Vozokany 319",
7546,37865382,ico://sk/37865382,Základná škola Cabaj-Čápor,
7547,648973,ico://sk/00648973,Obec Brezany,
7548,306509,ico://sk/00306509,Obec Klížska Nemá,
7549,305375,ico://sk/00305375,Obec Veľké Dvorníky,
7550,37863592,ico://sk/37863592,Materská škola 8. mája Šaľa,
7551,317101,ico://sk/00317101_10001,Obec Brvnište - Matričný úrad,
7552,309851,ico://sk/00309851,Obec Priepasné,
7553,37813277,ico://sk/37813277,Základná škola Jarná Žilina,
7554,17151341,ico://sk/17151341,"Gymnázium, Ľ. Štúra 26, Michalovce",
7555,322873,ico://sk/00322873,Obec Čabiny,
7556,37906542,ico://sk/37906542,"Súkromná základná škola, Oravská cesta 11, Žilina",
7557,692476,ico://sk/00692476,Obec Klieština,
7558,309052,ico://sk/00309052_10002,"Materská škola s vyučovacím jazykom maďarským - Óvoda, Ľubá 45",
7559,37814109,ico://sk/37814109,Základná škola s materskou školou Dúbrava 464,
7560,311049,ico://sk/00311049,Obec Rybany,
7561,48485357,ico://sk/48485357_00240,"Správca - Zemko Peter, Mgr.",
7562,33937681,ico://sk/33937681,"JUDr. Katarína Bányiová, notár",
7563,37906089,ico://sk/37906089,Materská škola Ochodnica 355,
7564,166553,ico://sk/00166553,Ústav geotechniky SAV,
7565,31299610,ico://sk/31299610,"Cirkevná materská škola blahoslavenej Imeldy, Moyzesova 8, Košice",
7566,31748333,ico://sk/31748333,Neuroimunologický ústav Slovenskej akadémie vied,
7567,17050405,ico://sk/17050405,"Stredná odborná škola technická, Levočská 40, Stará Ľubovňa",
7568,35497335,ico://sk/35497335,"JUDr. Tomáš Peltzner, exekútor",
7569,328171,ico://sk/00328171,Obec Dedinky,
7570,160717,ico://sk/00160717,Gymnázium Antona Bernoláka Námestovo,
7571,310221,ico://sk/00310221,Obec Blesovce,
7572,36115207,ico://sk/36115207,Základná škola,
7573,31769403,ico://sk/31769403,"Základná umelecká škola, Exnárova 6, Bratislava",
7574,305251,ico://sk/00305251,Obec Báč,
7575,311863,ico://sk/00311863,Mesto Nové Mesto nad Váhom,
7576,48485357,ico://sk/48485357_00052,"Správca - Kollárová Magdaléna, JUDr.",
7577,37946285,ico://sk/37946285,Mgr. Viera Lesňáková - exekútor,
7578,31118682,ico://sk/31118682,Centrum sociálnych služieb - DOMOV JAVORINA,
7579,48485357,ico://sk/48485357_00359,"Správca - Gajdošech Ondrej, JUDr.",
7580,48485357,ico://sk/48485357_00195,"Správca - Miho Michal, Mgr.",
7581,316440,ico://sk/00316440,Obec Šoltýska,
7582,151866,ico://sk/00151866_11031,Okresné riaditeľstvo Policajného zboru v Topoľčanoch,
7583,37888561,ico://sk/37888561,Základná škola s materskou školou Veľká Lehota,
7584,36126772,ico://sk/36126772,Základná škola Školská Nitrianske Rudno,
7585,160351,ico://sk/00160351,Gymnázium V. Mihálika Sereď,
7586,42355818,ico://sk/42355818_1228,"Odbor technickej regulácie, správa čísiel",
7587,48485357,ico://sk/48485357_00641,"Správca - Konkurzy a oddĺženie, k.s.",
7588,35678925,ico://sk/35678925,"JUDr. Jozef Parrák, exekútor",
7589,317438,ico://sk/00317438,Obec Ladce,
7590,37982559,ico://sk/37982559,Spojená škola J. Rumana Liptovský Mikuláš,
7591,654434,ico://sk/00654434,"SOS, Zariadenie sociálnych služieb Hurbanovo",
7592,306266,ico://sk/00306266,Obec Váhovce,
7593,325783,ico://sk/00325783,Obec Sliepkovce,
7594,647641,ico://sk/00647641,"Obec Selce, okres Krupina",
7595,648469,ico://sk/00648469,Obec Vlkanová,
7596,317136,ico://sk/00317136,Obec Dohňany,
7597,48485357,ico://sk/48485357_00549,"Správca - Šufáková Miroslava, Mgr.",
7598,632392,ico://sk/00632392,Centrum sociálnych služieb - LÚČ Pruské 399,
7599,611573,ico://sk/00611573,Obec Rohov,
7600,31875408,ico://sk/31875408,Základná škola s materskou školou Hrnčiarovce nad Parnou,
7601,42085390,ico://sk/42085390,Spojená škola internátna Levoča,
7602,151866,ico://sk/00151866_11060,Okresné riaditeľstvo Policajného zboru v Martine,
7603,322792,ico://sk/00322792,Obec Adidovce,
7604,35546611,ico://sk/35546611_710040288,Materská škola,
7605,151866,ico://sk/00151866_10003,Okresný úrad Partizánske,
7606,42308763,ico://sk/42308763,"Materská škola, Malinovského 874, Krupina",
7607,42035724,ico://sk/42035724,Základná škola s materskou školou sv. Kríža,
7608,35629053,ico://sk/35629053,Krajská prokuratúra Trnava,
7609,48485357,ico://sk/48485357_00459,"Správca - Kiča Michal, Mgr.",
7610,42001838,ico://sk/42001838,Základná škola s materskou školou Dolná Lehota 161,
7611,42349958,ico://sk/42349958,"JUDr. Helena Machajová, notár",
7612,2092018,ico://sk/02092018_0309,OJ_OVMtestDVA,
7613,320871,ico://sk/00320871,Obec Močiar,
7614,36062219,ico://sk/36062219,"Základná škola, Vajanského 93, Modra",
7615,327212,ico://sk/00327212,Obec Jarovnice,
7616,35590017,ico://sk/35590017,Obec Petrova Lehota,
7617,649031,ico://sk/00649031,Obec Vidiná,
7618,37865081,ico://sk/37865081,Základná škola,
7619,322351,ico://sk/00322351,Obec Lužany pri Topli,
7620,31926754,ico://sk/31926754,"Obchodná akadémia, Liptovský Mikuláš",
7621,31297731,ico://sk/31297731,Zemplínska knižnica Trebišov,
7622,322954,ico://sk/00322954,Obec Habura,
7623,308013,ico://sk/00308013,Obec Hruboňovo,
7624,180661,ico://sk/00180661,Centrum pre deti a rodiny Sereď,
7625,603201,ico://sk/00603201,Mestská časť Bratislava - Petržalka,
7626,319074,ico://sk/00319074,Obec Skerešovo,
7627,314471,ico://sk/00314471,Obec Habovka,
7628,649953,ico://sk/00649953,Obec Drienčany,
7785,312665,ico://sk/00312665,Obec Koplotovce,
7629,500879,ico://sk/00500879,Mestské kultúrne stredisko Topoľčany,
7630,48485357,ico://sk/48485357_00187,"Správca - Janček Ľuboš, Ing.",
7631,319121,ico://sk/00319121,Obec Španie Pole,
7632,48485357,ico://sk/48485357_00299,"Správca - Nižňanský Jaroslav, Mgr.",
7633,308676,ico://sk/00308676,Mesto Zlaté Moravce,
7634,35991755,ico://sk/35991755,"Základná škola Janka Francisciho Rimavského, Nábrežie Rimavy 457, Hnúšťa",
7635,36068284,ico://sk/36068284,"Súkromná stredná umelecká škola animovanej tvorby, Vlastenecké námestie 1, Bratislava",
7636,893692,ico://sk/00893692,Stredná odborná škola polytechnická  a služieb arm. gen. L. Svobodu  Svidník,
7637,37876694,ico://sk/37876694,"Základná škola s materskou školou, Bajerov",
7638,37876805,ico://sk/37876805,Základná škola s materskou školou Šarišské Bohdanovce 179,
7639,37833995,ico://sk/37833995,"Základná škola, Ul. Vajanského 2844/47, Lučenec",
7640,31823998,ico://sk/31823998,"Obec Jesenské, okres Levice",
7641,37861247,ico://sk/37861247,Základná škola Nesvady,
7642,36159051,ico://sk/36159051,"Základná škola Šrobárova 20, Prešov",
7643,322636,ico://sk/00322636,Obec Šarišské Čierne,
7644,312801,ico://sk/00312801,"Obec Nižná, okr. Piešťany",
7645,649821,ico://sk/00649821,Obec Sása,
7646,330477,ico://sk/00330477,Obec Havranec,
7647,36101117,ico://sk/36101117,Regionálna veterinárna a potravinová správa Šaľa,
7648,31810420,ico://sk/31810420,Materská škola Tbiliská Bratislava,
7649,330876,ico://sk/00330876,"Obec Oľšavka, okres Stropkov",
7650,162035,ico://sk/00162035,Hotelová akadémia Brezno,
7651,133132,ico://sk/00133132,"Škola úžitkového výtvarníctva, Jakobyho 15, Košice",
7652,45029296,ico://sk/45029296,"Materská škola Poľná 2, Veľký Krtíš",
7653,329720,ico://sk/00329720,Obec Uloža,
7654,35544872,ico://sk/35544872,"JUDr. Ferdinand Ontko, notár",
7655,35531754,ico://sk/35531754,"Gymnázium, Park mládeže 5, Košice",
7656,319678,ico://sk/00319678,Obec Vinica,
7657,324361,ico://sk/00324361_10002,MŠ Košické Oľšany,
7658,305316,ico://sk/00305316,Obec Boheľov,
7659,52401197,ico://sk/52401197,"Mgr. Martin Štetiar, notár",
7660,48485357,ico://sk/48485357_00292,"Správca - Gregorová Gabriela, Ing.",
7661,35519151,ico://sk/35519151,"Základná škola, Hrnčiarska 13, Humenné",
